text,label,notes
"Should players be able to gain fleets directly from PvE content?
Discussion
I'm building a session-based space strategy game with 160K planets per session 

To speed up reaching the mid-game, I'm adding NPC planets with 3 tiers of complexity and rewards.

Besides resources, attacking an NPC planet has a 20% chance to let you capture part of its fleet. I also added a technology that multiplies the fleet and resources gained from NPC planets, so they remain relevant beyond the early game.

What do you think? Is fleet capture is an interesting reward, or would it be healthier for the game if NPC planets only provided resources?",mechanic_design,easy
"What would you like ?

Hey guys, first time solo dev here. Had a wake up call a few days ago (ty to everyone who was rough) and I figured out that great games come from something you love, but also something that solve the need of players.

That said I'm making a psychological horror with a heavy puzzle side. I am curious, out of those who played these types of games, what did you feel was missing regarding puzzles? Repetitive templates? Boring fetch quests? Feeling lost and going in circles? The fact that you could brute force some puzzles?

I'd really like to know what the playerbase is feeling, what you guys would want",player_experience,somewhat difficult
"Should I replace my ""Energy"" (Mana) system for cooldowns?

I'm building an ARPG with combat similar to Elden Ring (it requires timed blocks/dodges, etc). I've had a few players mention that they don't enjoy a stamina/energy system when using abilities; they would prefer cooldowns instead. Should I redesign my ARPG's combat to use cooldowns or keep letting players spam abilities until they run out of Energy? Your max energy increases as you get stronger throughout the game.

For context, the abilities currently using my Energy system include:
-Dodge Roll
-Jump Attack (heavy AOE)
-Chain Lightning (magic AOE)
-Summon Minion",mechanic_design,easy
"Does my open world game need guidance?

My game is an open world sandbox where progression requires crafting, leveling and boss fights, and there are no truly hard progression gates beyond raw strength. Part of the fun thus far has been finding new materials and bosses unprompted. It begs the question: how do I give guidance to players on what to do and where to go next, or should I give guidance at all? Do I design the map to be linear enough to route each boss fight, or use NPCs/UI to tell players what to fight next? Or do I keep everything unexplained and leave players to create their own goals?",mechanic_design,
"I made a video about how games choose their land design. Does this framing make sense?

I'm working on an economy simulation game, and I made a short video about one design problem I ran into: what kind of land should the game actually have? The video talks about discrete vs continuous maps, 2D vs 3D, flat worlds vs spheres, square tiles vs hexes, and resource generation. The main argument is that a map is not just a visual background, it decides what problems the game can create. I'd really appreciate feedback on whether the explanation is clear, especially from a game design perspective.",design_theory,Argues a general claim (a map decides what problems the game can create) that frames a whole category of design decisions (map type) rather than asking for help with one specific unfinished mechanic.
"Global effects in multiplayer games — smart or messy?

In my cardgame prototype Shady Guests, 'spy' cards trigger effects that impact all players plus a small bonus for the active player: everyone draws or passes cards, everyone adjusts a shared 'attention' track, then the active player gets a small extra benefit. The goal is to create tension and chaos and reduce kingmaking, but I'm seeing mixed results: some players love the interaction, others feel they lose control over their strategy. When do global effects add depth vs just noise? Any good examples where this works really well?",mechanic_design,Easy.
"Knowledge as meta-progression — can memory-driven growth carry a replay-heavy loop?

One thing I should clarify — this is not just Outer Wilds with procedural maps. There is real mechanical progression: remembered abilities from past lives carry forward (combat techniques, cultivation methods). The knowledge determines which ability path opens next. A player who discovers the hidden sect in run 3 unlocks disciple-level identities; a player who uncovers the immortal realm gains access to that tier. So it is a hybrid: story knowledge is the key, remembered power is the lock it opens.",mechanic_design,easy
"Forcing a strategy vs letting the player make their own?

The former is something akin to Zelda, where bosses and certain enemies are immune to everything but a certain item, forcing you to use it. The latter means the player can experiment with their tools, allowing more creative strategies. Both have pros and cons, with the former allowing more spectacle and controlled fights but being more limiting in options, and the latter being more player-freedom fights at the cost of feeling kinda empty or bland. Are there examples of ways to remix the system, or even merge both together?",design_theory,
"Demo Design Question : Separate Curated Map or Part of the Full Open World?

I'm making a co-op game where players guide a chaotic flock of sheep across dangerous terrain, building paths, gathering resources, and trying not to lose the entire herd. I'm currently preparing a demo for Steam and hesitating between making a small separate demo map designed specifically for pacing/funny moments, or unlocking around 20-25% of the actual full game map. I'm scared the second approach might feel boring or too slow for a demo. What do you guys think works better for co-op/sandbox games?",dev_process,Asks about a demo/release strategy decision (how to scope a Steam demo) rather than a mechanic of the game itself or a generalizable theory.
"Are timed territory fights better than one huge shared canvas?

I am thinking through a social canvas design problem. One big shared canvas creates huge emergent moments, but small groups can feel like they do not matter. Timed smaller zones make individual groups matter more, but they may reduce the chaos that makes the format special. For a game where groups place pixels and defend territory, would you rather have one giant persistent map, smaller timed battle zones, or both with a global map plus match/event zones? Curious from a design point of view, not just marketing.",mechanic_design,
"Is there any great writing on Ludonarrative Resonance?

Ludonarrative resonance is the concept of a game strongly communicating its ideas or themes through interaction rather than narrative, something only communicable through video games. I think few games truly nail it, but it's at the heart of some of the best works of the medium. Does anyone know of any writing about this concept? As a developer I'd love to do some reading and research on how to implement this into personal projects. If you have any great examples of games utilizing ludonarrative resonance, let me know.",design_theory,"Forced-fit resource request whose subject matter (a named design concept, ludonarrative resonance) is itself a general design theory topic."
"What would make autobattlers feel fresh again?

I still think autobattlers are one of the most interesting strategy formats: drafting, positioning, economy, synergies, adaptation, all compressed into short decisions.

But it also feels like the genre has become harder to innovate in.

What would make an autobattler feel fresh to you again?

More player-created units? More roguelike progression? More unpredictable builds? Less fixed meta? More personality in the characters? Something else entirely?

Curious what people think the next real evolution of the genre could be?",design_theory,easy
"What are some common game design tropes that look like they're adding depth, but actually don't?

I'm talking about mechanics that sound interesting on paper, or make a game seem deeper/more strategic, but in practice end up being busywork, false choices, or systems players quickly ignore. Examples might be crafting systems where one option is obviously optimal, skill trees with lots of choices but only a few viable builds, survival mechanics that become routine chores after the first few hours, and huge open worlds filled with repetitive activities. What do you think?",design_theory,
"Is making a game design wiki still a good idea in 2026?

I am beginning work on a small rpg game and would love to know if its a good idea to use a wiki as a form of game design documentation. Regardless if a wiki is the best way forward, I would love to gather some good resources for learning more extensively on how to design games that include lots of complexities within crafting and progression, such that you would find in an rpg. For context, I will be doing this with a relatively small team where none of us have experience in rpg designing.

Much appreciated ",dev_process,easy
"I'm building a two-player body-controlled cooperative installation in Unity. Looking for feedback on the interaction design

I'm working on a small interactive prototype where two players use their body movement to control characters/arms on screen, based on moving, grabbing, pushing and throwing objects together. I'd love to know if the interaction is understandable from watching the video, whether the movement/control looks fun or confusing, what kind of cooperative mechanics would you add, and what visual feedback would make the actions clearer.",mechanic_design,
"What small interaction details make first-person building feel satisfying instead of fiddly?

I’ve been thinking about the tiny bits of feedback that make building/placement systems feel good: ghost previews, snapping, rotation increments, cancellation, sounds, resource previews, blocked-placement feedback, etc.

In first-person survival/building games, what detail made you think “this just feels right”?

I’m especially curious about examples where the system stayed readable under pressure (intense FPS combat), not just during calm building mode.",mechanic_design,easy
"Does Ticket to Ride count as a political game?

From repeatedly playing Ticket to Ride, it does seem to count as a political game: 3+ players in open competition, able to arbitrarily affect different players' game state, with a visible metric to determine who's winning at any given point. After playing with new players, someone commented how people were afraid to 'be assholes' by intentionally stopping each other's track plans. This seems to be a common trend in political games, and the reason those games are harder to get casuals to repeat-play.",design_theory,
"What advice would you give to someone about to start learning game design?

I'm a 26-year-old office worker who's always enjoyed playing video games. Lately I've been feeling disconnected at work and have started thinking seriously about a career change. Game design interests me, but I have zero experience or background in the industry and would essentially be starting from scratch. Where should I begin, what's the most effective way to learn, and what are some common misconceptions or unrealistic expectations about this field I should avoid?",dev_process,"Easy. Career/learning-path question about how to enter the field, which is about the process of becoming a designer rather than a specific mechanic or a defended design claim."
"Player Identity & Projection

Something I find interesting in game design is how much players project themselves onto characters even when the protagonist has a defined personality. What design choices make players feel connected to a character vs. feeling like they’re controlling someone completely separate from themselves? Would you say that silent protagonists, dialogue choices, customization, etc. actually strengthen player identity, or can they weaken the narrative? Something I've been wanting to discuss with like-minded individuals.",player_experience,easy
"How do you balance a RPG leveling system?

I’m working on two projects: a short term survival horror game and a long term elder scrolls-ian styled RPG. I’ve been getting stuck in a loop about leveling. How do you balance the leveling system while making every stat feel impactful?

I’m trying to make it so that the leveling system is a mix of OG elder scrolls (attributes, racial traits, skills) and new elder scrolls (skill trees). The issue I keep running into is how do I balance skill trees, attribute points, and racial traits.",mechanic_design,easy
"Is it possible for turn based games to not have rock-paper-scissor type advantages?

I noticed that most turn based games that I've played has these like Pokémon (water beats fire), FGO (archer beats saber), Honkai: Star Rail (physical beats physical), but are there other turn based games without this mechanic?

Are these type advantages necessary for gameplay? Why are these so common in turn based games (at least based on my limited experience). If a game doesn't have it, should another mechanic be added to replace it?",design_theory,easy
"Indie cozy gameplay - how much is enough?

I'm hashing out an idea for a weird little cozy game, either single player or 2-player local co-op (split screen so each player can be in different areas doing different tasks). How many hours of content would be expected if the game were priced from $15-$20 USD? Also thinking of an 'infinite play' option tier if funded via Kickstarter, where after story mode is over you'd still be able to play different parts of the game as the rest of the world continues with daily life.",mechanic_design,
"How does large scale perspective feels off in most games?

Why in most games very large things look so small? In Subnautica leviathans look much smaller than their actual size compared to the player; in No Man's Sky freighters are insanely huge but when flying with the ship those and the planets never feel grand or imposing. The only game I can think of that made me go 'woah that is insane' was the snake from God of War. Why is that? Is it the player FOV? The character movement speed? A design trick in some cases?",player_experience,"Notices a real pattern (large objects feeling small) across named games with no proposed explanation, asking why it happens; the post is the noticing/wondering itself, centered on the player's perceptual experience rather than a system being built or a defended theory."
"Why should real-world value automatically become in-game value?

One thing about Earth 2 never made sense to me. Why is everyone buying places that are already valuable in real life? Isn't that backwards? Wouldn't it be more interesting if players created the important places themselves? Like maybe some random port ends up becoming the center of the economy 5 years later. Maybe everyone buying New York today is completely wrong. I don't know. Just feels like the game should discover value instead of importing it.",mechanic_design,somewhat difficult
"I'm creating a game called Racetrack Tycoon. Looking for advice, tips or ideas on how best to optimize item costs and balance the economic elements of the game.

The title describes the concept of the game pretty fully. It's a classic tycoon game, similar to things like Zoo Tycoon and RollerCoaster Tycoon. In it, you build track, grandstands, burger vans etc. Starting from a relatively blank canvas, how could I best go about putting a cost on all of the various items and getting to a balanced gameplay result.",mechanic_design,
"Making teleportation cohesive in Bionic Blue (free-of-charge open-source game)

Last week I wrote a small essay on what I did to help make teleportation cohesive in my game, a 2D action platformer, that is, make it so teleportation played well with other elements of the game as well as the design and writing. I just released its first fully playable mission. I thought sharing this would promote interesting discussion on measures y'all take to make your games more cohesive, just like I did for teleportation.",dev_process,"Shares a write-up about the process of integrating a mechanic cohesively with the rest of a shipped/in-progress game's design and writing, framed as a development reflection rather than asking for help on the mechanic itself."
"Software for testing simple game ideas?

I'm currently having fun outlining the concept for a game which involves the use of a roulette and multiple decks of poker cards. I was wondering if there was software or a multitude of tools that could be used to simulate that environment, as well as scoring or currencies, to test out concepts and interactions in real time without having to buy the cards myself. I don't need complex scripted events, just a way to visualize what I'm doing that isn't just on paper.",dev_process,Asks about a prototyping tool/workflow rather than a mechanic decision or a design theory claim; squarely about the process of testing a concept.
"Chess, but pieces have health and damage stats

I'm thinking of making a roguelike where it's basically chess, but pieces may have upgradable statistics of health and damage, like in polytopia, and if the attacked piece survives, it does retaliation damage. However, I need each level to be bite-sized, so what are ways to keep this combat style but not have it be so complicated and time consuming? (Players have to plan out attacks with HP and damage in mind, which really slows down the roguelike velocity)",mechanic_design,easy
"Rewards for beating a challenge - make that same challenge easier next time?

Feels like a lot of people think this way about rewards in games but to me its just wrong.

Theres nothing more annoying that beating a boss and getting an epic weapon that makes all your previous challenges insignificant. The only solution to this type of reward system i can think of is just adding A LOT of new content all the time.

Is there any other way or techniques to mitigate this to make a game more re-playable?",design_theory,somewhat difficult
"Feedback on Accessibility settings for Platformers
Heya y'all! My name is Elias/Edzra and I'm a game design student. I'm currently working on an exam where I develop accessibility settings to make platformers more comfortable for players with motor disorders.


I'm focusing on 2 types, being DCD and gamers with one functional hand for gaming. Any feedback is appreciated, even if you don't fall under this specific type of category!


Here's a link to my project on Itch.io:


Thanks in advance!",dev_process,somewhat difficult
"How can a short horror game build tension from an ordinary situation?

I'm designing a short first-person horror game where the fear comes from a normal situation slowly becoming wrong. I'm trying to avoid relying on monsters, chase sequences, or constant jumpscares. I want the player to feel unsafe through small choices, uncertainty, and ordinary actions becoming suspicious. What mechanics, pacing techniques, or player decisions would make this kind of 10-20 minute horror experience tense?",mechanic_design,
"Struggling with combat balance in my mobile game – need advice

The combat system is based on instant results (no animations), where player stats and item bonuses determine the outcome. The issue is balancing it so fights don't feel random but also not completely predictable. Right now, sometimes the player loses too quickly, and other times wins too easily depending on stat scaling. How do you balance stat-based combat systems, and what are ways to make outcomes feel fair but not boring?",mechanic_design,Easy.
"Have you ever added a mechanic just to make the board matter more?
Discussion
In a recent design, players were mostly focused on collecting sets and interacting with each other. The board itself felt like little more than a movement track.

To address that, I added a movable obstacle that creates temporary bottlenecks and changes optimal routes throughout the game.

Have you ever added a mechanic specifically to make the board state more relevant? What worked and what didn't?",mechanic_design,easy
"Endless Mode Scaling?

What are some ways to make an endless mode scale without it feeling stale?


For context I'm talking about a roguelike bullet-heaven.


I only have a certain # of enemy types to introduce, so should I add a NG+ cycle where at the end of a 10-min run, you repeat/cycle through and the enemies have more health now?


Feels like just increasing the # of enemies over and over has diminishing returns and a more definite ceiling.


Thanks for your answers!",mechanic_design,easy
"Can a Prestige system be done well?

Very curious what y'all think of this or if there are any examples of success cases. Every time I've seen a game allow me to reset my leveld to the beginning with a slight permanent boost, it always seems to take away from the game rather than add to it. However, I find the concept very interesting, and I wonder if I've disliked it in practice simply because the idea of it doesn't hold up in practice or because it's usually done poorly",design_theory,somewhat difficult
"Surfacing Difficulty Modifiers to Players?

As a player and thinking as a game designer, how do you feel about surfacing different levels of difficulty modifiers?


Things like:


Baked-in difficulty that isn't adjustable

Clean easy/medium/hard options

Very modular system where you can adjust slider values for a number of mechanics


Personally I have found value in each of these approaches, and it really depends on the genre which I prefer.


What are your thoughts?",design_theory,somewhat difficult
"Is there ways to improve Weapon Durability as a system?

Weapon Durability, a system that either you'll love or hate. BOTW/TOTK are a exmaple of this, since I've seen people either wasting all their weapons on just a few enemies, or hoarding them until the end. This since they fear they might not have enough for a major fight like a Boss fight. This lead to me asking; are there way to make the system let's punishing, or at least being able to recover easily from it.",mechanic_design,easy
"Game Design Support

I am a solo indie-dev who has been working for the past 2 months on a new game concept. I've reached a point where I feel like I'm running in circles around beta-players' negative feedback, most of which refers to not understanding the concept/game-loop. I've reached a level where I require professional aid with my game-design decisions and deciding on game-mechanics/pivot concepts to improve the overall experience. Any advice you could share?",dev_process,"Easy. About being stuck in the iteration/feedback process itself with no specific mechanic question attached, asking for general help with how to proceed in development."
"How would players navigate a fork in the road during exploration?

If you are exploring a map and you run into a fork for the first time, how do you usually proceed?

Would you push all the way down one path until you hit a dead end? (Depth-First Search)

Or would you advance through all branches evenly? (Breadth-First Search)

Which strategy does a game designer intend players to choose? And does this behavior vary across different game genres?",player_experience,easy
"W vs Space Bar? comfort in keyboard keys

I’ve been thinking about control schemes in 2D games and wanted to get some opinions.

For movement, WASD is pretty standard, but when it comes to jumping in 2D games, it can be W or space bar. Which would you prefer for comfort? Just one? Both? Or that one is used for attacking, etc?

Also, which keys are more comfortable for you to interact with in video games besides the space bar/W to jump?",player_experience,easy
"Auto-balancing algorithm for incremental games?

I’m working on an incremental game and I’ve been spending a lot of time balancing it, running tests and tweaking each variable.

During this process I started wondering: would it be possible to create an algorithm that handles this balancing automatically, in a way that could be reused in other games? After all, every incremental game basically works with the same types of variables.",dev_process,very difficult
"Organic and automatic city builder

I was developing a city builder set between Antiquity and the Middle Ages, and realized it can be tedious for players to lay everything out manually. I thought it could be cool to have a system where the player only places a 'city center' like a marketplace or forum, and houses spawn dynamically around it. Here's a video of what I've managed to develop in Unity so far; let me know what you think.",mechanic_design,Easy.
"Enemy AI features that can make a stealth game feel unique?

I often think of F.E.A.R and how their enemy AI could throw down props for cover, or play dead to sneak up behind you when you aren't looking.

I'm making a game more similar to Splinter Cell. Do you guys have suggestions on how to design my AI, beyond simply reacting to doors opening/closing, lights going out, or hearing sounds?",mechanic_design,easy
"Earliest balance patch in history?

In the 1500s the queen was added to chess, before then it was a 7x7 board. This encouraged more aggressive play and moved away from a slower, more defensive game. 500 years later the same rules apply and the same pieces are there. Can this actually be considered a 'patch'? And if it can, is this the most successful balance patch in history?",design_theory,"Somewhat difficult. Reads almost like trivia/an observation, but it does use a specific historical change (adding the queen, board size shrinking) as evidence for a real claim about what counts as a successful balance patch, so it clears the observation/claim bar even though the post is explicitly self-described as not serious."
"Stealing mechanics in family games?

How much stealing is too much in a family game?

I'm working on a game with resource stealing, and I'm curious what mechanics help keep it fun rather than mean. Right now, you can only steal one at a time (goal is to collect 4 different resources)... wondering if I should keep it that way or add some sort of other mechanic instead?",mechanic_design,easy
"What's one gaming feature you wish every developer would include?

Every gamer seems to have that one feature they appreciate whenever they see it.

Maybe it's cross-platform play, customizable difficulty settings, transmog systems, photo modes, offline play, or something else entirely.

What's the feature you wish would become standard across the industry and why?",player_experience,easy
"How I'd have do it yourself navigation in games

I've played Hell is Us and liked how the compass was used, and to avoid needing a pen and paper IRL I'd include a camera to take pictures for later reference, and if you want to return somewhere more easily, mark a path with a yellow spray paint can. No maps or markers, just your own tools and effort.",mechanic_design,"Easy. Presents a specific navigation system idea inspired by one shipped game, framed as the poster's own design proposal rather than a generalizable claim."
"Dissecting the Boss Rush Genre?

I feel like Boss Rush games have been quietly exploring some interesting design space and I'm interested in making one myself.

But I've found it surprisingly difficult to find resources about what people enjoy about the genre or design principles of the genre. Does anyone know where I could find some?

Thanks!",design_theory,easy
"Health Bars in Turn Based Games

What are you guys' thoughts on the choice between showing exact health bars with numbers vs using things like hurt, wounded, and near death or other such things as benchmarks in turn based games like WotR? Which one do you like more and why? Or if you made a turn-based combat game, which did you use and why?",mechanic_design,
"Moral Systems & Oversimplification

From a design standpoint, how do you create moral systems that feel nuanced without confusing players or making choices feel meaningless? Do you think visible morality meters really help players engage with ethics, or do they just encourage min-maxing outcomes instead of genuine decision-making...",design_theory,easy
"Under what circumstances would you be willing to repeat a boss fight/content?

Just as the title says, under what circumstances would you be willing to repeat a boss fight/piece of content? What threshold for intrinsic (i.e. how fun it is) and extrinsic value (item rewards) is sufficient to make you willing to fight a boss again?",player_experience,easy
"Repitition & Burnout

Ever notice how repetition in games can either feel relaxing or completely burn you out? Grinding, daily tasks, farming resource sit can go both ways.

What’s the difference between “this is satisfying” and “I’m tired of this”? Is it variety, rewards, or just how long the game expects you to keep doing it?",player_experience,easy
"What would stop you playing a roguelite twin stick shooter?

There are a lot of roguelites and a lot of twin stick shooters, but not so many successful pairings of the two genres, and even fewer in recent years. So what would put you off? Is it something visual? Something mechanical? Are they too fast paced or lacking in depth?",player_experience,"Easy. Asks specifically what would make a player avoid/dislike a genre pairing, centered on player reaction/preference rather than a system being built or evidence-backed claim."
"What's more important in a deckbuilder?

We're working on a deckbuilder game. Of course we want everything to feel harmonious, but we'd love to hear your thoughts on what should be the top priority: builds (deck combinations and strategies), core game mechanics, user interface, visuals, juiciness, or sound design.",mechanic_design,
"Has a gridless suitcase style inventory ever been developed before?

Essentially, something like the Resident Evil 4 inventory without the grids. Meaning you could rotate items at any degree you wanted instead of only 90 degrees. Items could be placed diagonally. Would this be giving the player too much freedom?",mechanic_design,easy
"How do people design book adaptations?

I'm working on designing an indie game adaptation of the webnovel Shadow Slave, and I'm curious on both how designers usually go about this and how the process really goes for any game adaptation, whether it's books, shows, or movies. It's a fairly new idea to me.",dev_process,"Asks about the general process of approaching a book-to-game adaptation, which is about the development approach/process rather than a single mechanic decision or a generalizable claim about design theory."
"How would you make traditional level-by-level 2d platformers feel fresh again?

Because it feels like the only 2d platformers people bother with are metroidvanias, and their one map.

Be it movement, storytelling, gimmicks or anything else, any tips on making traditional level-by-level ones feel fresh?",design_theory,somewhat difficult
"What makes a game ""unique""?

What makes you go: I want to make this, because it has not been done before? Graphics, gameplay, inspiration (a movie, a game, a comic/book)? What then, is what you tell people, its unique because of X? What do you emphasize when someone asks: what makes your game unique?",design_theory,
"what's a game mechanic you wish more games used?

Personally I love games where the world reacts to what you've done, even in small ways, like NPCs remembering things and environments changing over time. Makes everything feel more alive. What's a mechanic you think is underused?",player_experience,"An opinion-poll-style post about what players wish more games had, with no specific system being built and no evidence-backed defended claim, framed entirely around the personal player wish/preference."
"How do you make two progression paths feel equally valid when one gives information and the other gives power?

Been designing a puzzle game where you edit cause-effect relationships in a node graph: pause time, rewire links, hit play, watch consequences cascade, repeat.",mechanic_design,Truncated but the content is squarely about the poster's own system (two progression paths in their puzzle game) and a specific design decision about balancing them.
"Where can I learn about knowledge-based games?

Perhaps I'm just doing a bad job of searching, but I'm having a hard time finding information about what makes a knowledge-based game, core design principles of one, what makes one good or bad, examples, etc.",dev_process,somewhat difficult
"Tips/videos to help with making a fun and interesting dialogue-based RPG?

Similar to old pokemon, earthbound, undertale. I'm trying to come up with gameplay ideas to make my dialogue based RPG unique but it isn't working out",dev_process,somewhat difficult
"weird challenge

If you were tasked to make a game for the movie Kill Bill, what design and concepts would you use to try to develop the feeling of the movie without making the game just another unoriginal hack and slash?",design_theory,
"Organizing feedback from players

What is a best way to organize the feedback that I've gained for my game?

Organizing observations I've made during playthroughs from players, as well as the players comments.",dev_process,easy
"Good Game Design - Mina The Hollower (ft. Yacht Club Games)

Cool video with a developer interview sharing insights about the creation process behind Mina The Hollower (by Yacht Club Games), highly recommend.",dev_process,"Very thin post but the content shared (a developer interview about the creation process of a shipped game) is squarely about production/development process; kept since it has more than just a title (a one-sentence description), unlike pure link-only posts."
"should mobile games prioritize immersion or performance

As mobile games become more visually complex, should devs focus on immersion and fidelity, or maintain simpler but more stable experiences?",design_theory,Easy. Pure genre-level question with no project attached and no evidence; routed to design_theory since the topic itself (immersion vs performance tradeoff) is a general design question rather than player-experience or a specific system.
"Game Design 101 Book/YouTube Recommendations?

What books and YouTube videos about the fundamentals of game design would you recommend?",design_theory,"Forced-fit pure resource request with no specific game/topic named; routed to design_theory since the subject matter (fundamentals of game design) is itself a general design-theory topic, consistent with the planning.md rule for resource requests."
"Would play and/or Buy Short Games.

Hi there, this might be a weird question, but I’m a beginner game developer trying to make my first completed game. Because of my shift-based job, limited time, and current skill level, I’m considering focusing on smaller games instead of large projects. As players, would you buy, play, or support short action-adventure or mini-RPG games that last around 30 minutes to 2 hours? I’m not talking about roguelikes or highly replayable games—more like a one-time, memorable experience you finish and enjoy. Do you think short games are a good direction for indie developers starting out? Also, what short action-adventure games would you recommend as case studies for pacing, storytelling, or design?",dev_process,"The post is primarily about scoping a first project and validating whether short games are a viable direction for a developer with limited time and experience. Audience interest is relevant, but the central decision concerns project size, feasibility, and development strategy."
"What game mechanics do you find the most fun and why?

What makes them special?",player_experience,"The post directly asks players which mechanics they enjoy and why. Player preference and the subjective experience of fun are the primary subject, rather than the design of one specific system."
"Tabletop to Mobile Multiplayer adaptations

I’ve been working on making a mobile game out of an old 1960s-era tabletop game I played once. It is my first time working with mobile games, and beyond the UX challenge of a small screen and showing information players would normally see on a table, I have realized that certain rules need to change. For example, every turn a special die is rolled that changes some parameters. I replaced the physical roll with RNG and a popup at the start of a new round, but during play it feels arbitrary because the shared experience of rolling and watching the result is gone. After playtesting with family, I realized I will have to revise several systems like this. It has been an interesting process of learning which rules only make sense with physical cards and dice and how to replace them so the result is not merely a tabletop game converted to a screen. I’m curious about other developers’ experiences adapting tabletop games into video games, or vice versa.",dev_process,"This is a postmortem-style discussion of adapting a tabletop game to mobile. It focuses on playtesting, identifying rules that depend on physical presentation, and revising the design for a digital production context."
"I want the player to SEE this menu, but it doesn't WORK. How can I make it more obvious?

I have a side menu that contains a special mechanic for each class in my game, but I need players to click and use it. I keep seeing both myself and other players forget about it. I added a light that moves up and down, but it did not help. Part of the problem may be that the player must click it, while I do not have enough screen space to show all of the information without opening the menu. What can I do?",mechanic_design,"The post asks how to redesign a concrete UI interaction so players notice and use a class-specific mechanic. It is primarily an affordance, visibility, and access problem within a specific gameplay system."
"Looking for book recommendations, going to work on an editor tool

As a creative professional, I am going to work on a digital tool that enables users to create simple 3D games and experiences. I am looking for book recommendations to deepen my understanding before I start the job. Two books that came up in my search were The Art of Game Design: A Book of Lenses and A Theory of Fun for Game Design. Have you read these, or would you recommend something else?",dev_process,"The post is a learning-resource request made in preparation for a new development role. Its primary focus is how to research and prepare for the work, rather than how to design one particular mechanic."
"Does my game start too survival-crafty for a 4x game?

I am developing a historical 4X game divided into six epochs. The first begins with hunter-gatherers in early Pleistocene East Africa, followed by settlements, cities, and eventually space colonization. A core idea is that the scope and map scale expand with each epoch. Because the first epoch starts with only a few individuals, it currently includes crafting, hunger, thirst, and survival. Some testers said it feels too much like a survival game compared with later epochs. Do I need to redesign the opening so it reads more clearly as a 4X game, or can the changing genre emphasis work if the epochs remain connected?",dev_process,This is primarily project-direction and prototype-validation work. The developer is using feedback to decide whether the opening needs a substantial redesign so the larger game has a coherent identity.
"what makes a 3d sci-fi spaceship RPG ""click""?

I have been thinking about revamping an old project, with the constraint that it must remain a 3D science-fiction spaceship RPG. I am struggling to identify the project's central thesis. Should it focus on deep lore, satisfying ship controls, or another hook? How do I avoid a huge empty map filled with repetitive content? I considered cloning a known successful game, but I would still need to understand why that game works. What direction would help this concept feel focused?",dev_process,The main issue is early concept development and finding a clear project thesis before rebuilding an old game. That makes it an ideation and project-direction problem rather than a single mechanic question.
"Making multi-game style engine! (the ""perspective"" engine)

For years I have wanted to make a game where the player can switch between a top-down pixel action adventure, a hand-drawn metroidvania, and an N64-style first-person shooter. My idea is to store world, entity, and projectile data underneath and feed it to different renderers or sub-engines. I know the idea may be unrealistic, and I have spent years imagining possible problems while learning game design and programming. Now that I am trying to begin in Godot, I cannot organize the framework or determine the right first prototype. I am looking for guidance on how to structure and scope the idea before implementation.",dev_process,"The post concerns planning, architecture, scoping, and choosing a first prototype for a highly ambitious project. It is principally about the development process and organizing the work."
"Game Design Help

I want to become a very good game designer rather than an average one, and I am willing to put in the time. However, I do not know how top designers actually learned. I already know programming and have worked on game development, but I am unsure whether I should study through game design documents, analyze games, build many small projects, rely on intuition, or use AI as a learning aid. What is a practical path for learning game design without making the process unnecessarily confusing?",dev_process,"This is explicitly about learning methods, practice, documentation, and developing professional design skills. It belongs to the workflow and education side of game development."
"No tutorial. No hints. Bad design or interesting experiment?

I made a minimalist iOS puzzle game with no tutorial, instructions, or text. Players discover how everything works solely by interacting with it. During testing, some players explored for long sessions and described the experience as relaxing or meditative. Others left quickly because nothing explained what to do. Can pure discovery replace onboarding in a puzzle game? How much confusion is acceptable before it stops feeling intriguing and starts feeling unclear or frustrating?",player_experience,"The main subject is how different players emotionally and cognitively respond to ambiguity, discovery, and a lack of instructions. The design details are discussed through the resulting player experience."
"What do you think about collage art in investigation games?

I am working on an investigation game for patient players who enjoy reading carefully, connecting clues, questioning characters, and slowly forming a theory. We chose a collage art direction because evidence boards, newspaper clippings, maps, photos, symbols, and handwritten notes already resemble collage. Do you think this style can make investigation feel tactile and immersive, as though the player is handling evidence? Or is it likely to become visually messy and hurt readability? For players who enjoy deliberate investigation games, what most affects satisfaction: writing, clues, deduction, atmosphere, or interface?",player_experience,"The post is centered on players' perception of visual style, immersion, readability, and satisfaction in investigation games. Those audience responses are the primary object of discussion."
"Real-life ""Among Us"" mixed with Zombie Tag. Would you play this?

I am exploring a location-based mobile game played across a university campus or park. A few players are secretly zombies who infect others through proximity, while hidden human roles such as doctors and soldiers can cure or eliminate suspected zombies. Every fifteen minutes, everyone gathers in a safe zone to debate who may have been infected based on their behavior in the real world. Would this feel like a fun, low-pressure way to meet people, or would the hidden roles and physical play make the social experience uncomfortable?",player_experience,"The primary question is whether players would enjoy the social pressure, physical interaction, and uncertainty of the concept. It is framed around anticipated player comfort and interest."
